,S_INFO_WINDCODE,S_INFO_COMPNAME,INDUSTRIESALIAS,INDUSTRIESNAME,INDUSTRIESCODE,REPORT_PERIOD,S_FA_EBT_TTM,ENTRY_DT,REMOVE_DT
3329,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20150331,91582349.52,20191202,
3330,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20141231,89127646.93,20191202,
3331,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20140930,108265285.51,20191202,
3332,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20140630,59618706.49,20191202,
3333,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20140331,15284335.32,20191202,
3334,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20131231,18740318.03,20191202,
3335,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20130930,15114147.03,20191202,
3336,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20130630,13622403.95,20191202,
3337,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20130331,24898021.66,20191202,
3338,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20121231,22702627.02,20191202,
3339,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20120930,49639917.31,20191202,
3340,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20120630,59845167.38,20191202,
3341,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20120331,62060661.51,20191202,
3342,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20111231,59121276.97,20191202,
3343,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20110930,54541420.35,20191202,
3344,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20110630,54537098.85,20191202,
3345,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20110331,54892459.35,20191202,
3346,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20101231,49413254.17,20191202,
3347,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20100930,42367289.0,20191202,
3348,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20100630,36776355.22,20191202,
3349,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20100331,36776355.22,20191202,
3350,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20091231,36776355.22,20191202,
3351,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20090930,23323733.9,20191202,
3352,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20081231,23323733.9,20191202,
3353,300175.SZ,朗源股份有限公司,37,农林牧渔,b10k000000000000,20071231,22722508.71,20191202,
3354,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20150930,202857257.59,20140505,
3355,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20150630,170963719.02,20140505,
3356,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20150331,157503320.83,20140505,
3357,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20141231,136465823.56,20140505,
3358,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20140930,193690868.24,20140505,
3359,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20140630,217847286.86,20140505,
3360,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20140331,248064459.7,20140505,
3361,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20131231,263410836.6,20140505,
3362,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20130930,221670255.32,20140505,
3363,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20130630,219576501.2,20140505,
3364,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20130331,220799158.85,20140505,
3365,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20121231,210377683.04,20140505,
3366,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20120930,218116666.66,20140505,
3367,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20120630,203340408.73,20140505,
3368,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20120331,204404904.79,20140505,
3369,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20111231,193091304.78,20140505,
3370,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20110930,163641433.64,20140505,
3371,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20110630,155975547.49,20140505,
3372,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20110331,157915846.53,20140505,
3373,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20101231,161764520.74,20140505,
3374,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20100930,134828992.85,20140505,
3375,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20100630,134828992.85,20140505,
3376,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20100331,134828992.85,20140505,
3377,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20091231,134828992.85,20140505,
3378,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20081231,101828625.94,20140505,
3379,300186.SZ,广东大华农动物保健品股份有限公司,37,农林牧渔,b10k000000000000,20071231,91285557.98,20140505,
3380,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20230331,-58957236.42,20110316,
3381,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20221231,-61445967.03,20110316,
3382,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20220930,-60535446.42,20110316,
3383,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20220630,-60081168.61,20110316,
3384,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20220331,-57812596.23,20110316,
3385,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20211231,-53828035.21,20110316,
3386,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20210930,-170036716.07,20110316,
3387,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20210630,-183816787.03,20110316,
3388,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20210331,-118933081.18,20110316,
3389,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20201231,-122088534.68,20110316,
3390,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20200930,-211501639.62,20110316,
3391,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20200630,-255246025.39,20110316,
3392,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20200331,-329339997.37,20110316,
3393,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20191231,-337052124.01,20110316,
3394,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20190930,-102779810.49,20110316,
3395,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20190630,-10172376.86,20110316,
3396,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20190331,-6960838.87,20110316,
3397,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20181231,19851192.21,20110316,
3398,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20180930,30457040.86,20110316,
3399,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20180630,-18507194.88,20110316,
3400,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20180331,11377843.76,20110316,
3401,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20171231,11997740.19,20110316,
3402,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20170930,68422076.68,20110316,
3403,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20170630,50185601.76,20110316,
3404,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20170331,55736512.21,20110316,
3405,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20161231,38638695.56,20110316,
3406,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20160930,-41901271.43,20110316,
3407,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20160630,-12059847.97,20110316,
3408,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20160331,-17519801.26,20110316,
3409,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20151231,-27213813.97,20110316,
3410,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20150930,-73389562.11,20110316,
3411,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20150630,-121113292.94,20110316,
3412,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20150331,-147687802.77,20110316,
3413,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20141231,-116793498.21,20110316,
3414,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20140930,-35177359.5,20110316,
3415,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20140630,1649141.53,20110316,
3416,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20140331,21568041.9,20110316,
3417,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20131231,38391922.53,20110316,
3418,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20130930,52037519.1,20110316,
3419,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20130630,60510582.24,20110316,
3420,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20130331,73606005.29,20110316,
3421,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20121231,72869248.09,20110316,
3422,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20120930,62836485.2,20110316,
3423,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20120630,63872000.61,20110316,
3424,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20120331,64549117.12,20110316,
3425,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20111231,63550218.86,20110316,
3426,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20110930,64935040.24,20110316,
3427,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20110630,68178490.11,20110316,
3428,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20110331,71327230.55,20110316,
3429,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20101231,64787604.33,20110316,
3430,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20100930,46486624.03,20110316,
3431,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20100630,46486624.03,20110316,
3432,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20100331,46486624.03,20110316,
3433,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20091231,46486624.03,20110316,
3434,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20081231,21469219.34,20110316,
3435,300189.SZ,海南神农科技股份有限公司,37,农林牧渔,b10k000000000000,20071231,8620416.62,20110316,
3436,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20230331,-1876681891.27,20191202,
3437,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20221231,-1476094984.22,20191202,
3438,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20220930,-113501970.96,20191202,
3439,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20220630,62891859.89,20191202,
3440,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20220331,7792121.65,20191202,
3441,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20211231,-412312434.32,20191202,
3442,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20210930,-559246012.72,20191202,
3443,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20210630,-919552962.37,20191202,
3444,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20210331,-1291362312.72,20191202,
3445,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20201231,-1098205342.57,20191202,
3446,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20200930,-814154177.28,20191202,
3447,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20200630,-582838080.0,20191202,
3448,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20200331,-273193007.2,20191202,
3449,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20191231,-215797339.03,20191202,
3450,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20190930,-62433193.68,20191202,
3451,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20190630,4786149.49,20191202,
3452,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20190331,47087207.8,20191202,
3453,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20181231,47643934.55,20191202,
3454,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20180930,22793094.38,20191202,
3455,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20180630,32756823.34,20191202,
3456,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20180331,30372009.23,20191202,
3457,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20171231,22870332.66,20191202,
3458,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20170930,10099961.47,20191202,
3459,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20170630,5063963.63,20191202,
3460,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20170331,7181478.87,20191202,
3461,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20161231,5879684.5,20191202,
3462,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20160930,-88218836.8,20191202,
3463,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20160630,-90982825.78,20191202,
3464,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20160331,-92791031.58,20191202,
3465,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20151231,-99443173.16,20191202,
3466,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20150930,12921682.13,20191202,
3467,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20150630,7026268.66,20191202,
3468,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20150331,2602554.83,20191202,
3469,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20141231,5107638.85,20191202,
3470,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20140930,-177086777.7,20191202,
3471,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20140630,-183307621.63,20191202,
3472,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20140331,-189012199.99,20191202,
3473,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20131231,-187601814.1,20191202,
3474,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20130930,-40475316.44,20191202,
3475,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20130630,-11891324.33,20191202,
3476,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20130331,-16709168.95,20191202,
3477,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20121231,-3224781.94,20191202,
3478,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20120930,10205077.04,20191202,
3479,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20120630,21369271.04,20191202,
3480,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20120331,67823070.28,20191202,
3481,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20111231,66756850.38,20191202,
3482,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20110930,75098543.08,20191202,
3483,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20110630,61181163.79,20191202,
3484,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20110331,61181163.79,20191202,
3485,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20101231,61181163.79,20191202,
3486,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20100930,44003593.99,20191202,
3487,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20091231,44003593.99,20191202,
3488,300268.SZ,佳沃食品股份有限公司,37,农林牧渔,b10k000000000000,20081231,33201176.05,20191202,
3489,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20230331,-29739419.72,20120426,
3490,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20221231,-30471846.15,20120426,
3491,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20220930,-41410977.81,20120426,
3492,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20220630,-35424327.09,20120426,
3493,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20220331,-36441539.53,20120426,
3494,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20211231,-28546765.04,20120426,
3495,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20210930,-8522655.63,20120426,
3496,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20210630,5769143.22,20120426,
3497,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20210331,11581216.42,20120426,
3498,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20201231,3312129.55,20120426,
3499,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20200930,-35979086.44,20120426,
3500,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20200630,-49379667.46,20120426,
3501,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20200331,-56826071.47,20120426,
3502,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20191231,-59605159.59,20120426,
3503,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20190930,-49044554.72,20120426,
3504,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20190630,-102028071.8,20120426,
3505,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20190331,-1947665475.05,20120426,
3506,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20181231,-1945600141.32,20120426,
3507,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20180930,-1918297308.74,20120426,
3508,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20180630,-1852576392.99,20120426,
3509,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20180331,11982275.9,20120426,
3510,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20171231,11078523.88,20120426,
3511,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20170930,-105363283.73,20120426,
3512,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20170630,-142313474.47,20120426,
3513,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20170331,-171626374.42,20120426,
3514,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20161231,-186723144.72,20120426,
3515,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20160930,-103515627.95,20120426,
3516,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20160630,-75117859.76,20120426,
3517,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20160331,-59492592.69,20120426,
3518,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20151231,-46847550.11,20120426,
3519,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20150930,-21904524.12,20120426,
3520,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20150630,-14463281.63,20120426,
3521,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20150331,-4996980.76,20120426,
3522,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20141231,3920711.35,20120426,
3523,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20140930,10064767.88,20120426,
3524,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20140630,10951577.66,20120426,
3525,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20140331,12913846.56,20120426,
3526,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20131231,10932589.86,20120426,
3527,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20130930,15229453.67,20120426,
3528,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20130630,17784614.78,20120426,
3529,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20130331,17397666.96,20120426,
3530,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20121231,19343855.8,20120426,
3531,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20120930,17472146.39,20120426,
3532,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20120630,26237564.12,20120426,
3533,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20120331,30433595.36,20120426,
3534,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20111231,27322252.28,20120426,
3535,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20110930,22439877.98,20120426,
3536,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20110630,22439877.98,20120426,
3537,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20110331,22439877.98,20120426,
3538,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20101231,22439877.98,20120426,
3539,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20091231,10438017.79,20120426,
3540,300313.SZ,新疆天山畜牧生物工程股份有限公司,37,农林牧渔,b10k000000000000,20081231,5241949.76,20120426,
3541,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20230331,6872124627.48,20160503,
3542,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20221231,5815038379.89,20160503,
3543,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20220930,-2712048051.44,20160503,
3544,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20220630,-14297086565.0,20160503,
3545,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20220331,-17611469247.3,20160503,
3546,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20211231,-13143991913.13,20160503,
3547,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20210930,-10065336109.65,20160503,
3548,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20210630,1626612298.46,20160503,
3549,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20210331,6717939185.06,20160503,
3550,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20201231,7971560900.69,20160503,
3551,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20200930,16707049472.57,20160503,
3552,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20200630,17143084708.26,20160503,
3553,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20200331,17001792320.26,20160503,
3554,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20191231,14780430317.99,20160503,
3555,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20190930,7772888549.94,20160503,
3556,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20190630,4946242388.79,20160503,
3557,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20190331,2411667978.8,20160503,
3558,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20181231,4283728473.93,20160503,
3559,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20180930,6037376631.92,20160503,
3560,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20180630,6250084053.32,20160503,
3561,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20180331,7076163563.93,20160503,
3562,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20171231,7092191603.39,20160503,
3563,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20170930,5158933957.08,20160503,
3564,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20170630,6620116924.07,20160503,
3565,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20170331,10659080058.17,20160503,
3566,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20161231,12368862633.13,20160503,
3567,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20160930,13051510597.37,20160503,
3568,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20160630,12504362964.74,20160503,
3569,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20160331,9330474579.15,20160503,
3570,300498.SZ,温氏食品集团股份有限公司,37,农林牧渔,b10k000000000000,20151231,6689281016.9,20160503,
